book,chapter,verse,query,retry_applied,raw_hit_count_initial,raw_hit_count_final,has_result_initial,items_count_initial,organic_items_count_initial,has_result_final,items_count_final,organic_items_count_final,log10_raw_hit_count,z_log10_raw_hit_count,minmax_log10_raw_hit_count,fusion_score,,,,,,,
Proverbs,19,12,Proverbs 19:12,FALSE,640000,640000,TRUE,10,10,TRUE,10,10,5.806181,-0.059997,0.796944,0.674167,,,,,,,
Proverbs,19,13,Proverbs 19:13,FALSE,731000,731000,TRUE,10,10,TRUE,10,10,5.863918,0.035217,0.804869,0.685269,,,,,,,
Proverbs,19,14,Proverbs 19:14,FALSE,931000,931000,TRUE,9,9,TRUE,9,9,5.96895,0.208424,0.819285,0.705466,,,,,,,
Proverbs,19,15,Proverbs 19:15,FALSE,384000,384000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,16,Proverbs 19:16,FALSE,777000,777000,TRUE,10,10,TRUE,10,10,5.890422,0.078923,0.808507,0.690366,,,,,,,
Proverbs,19,17,Proverbs 19:17,FALSE,1050000,1050000,TRUE,8,8,TRUE,8,8,6.02119,0.294571,0.826456,0.715511,,,,,,,
Proverbs,19,18,Proverbs 19:18,FALSE,386000,386000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,19,Proverbs 19:19,FALSE,386000,386000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,20,Proverbs 19:20,FALSE,7790000,7790000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,21,Proverbs 19:21,FALSE,4400000,4400000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,22,Proverbs 19:22,FALSE,1360000,1360000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,23,Proverbs 19:23,FALSE,1160000,1160000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,24,Proverbs 19:24,FALSE,378000,378000,TRUE,10,10,TRUE,10,10,5.577493,-0.437122,0.765555,0.630191,,,,,,,
Proverbs,19,25,Proverbs 19:25,FALSE,383000,383000,TRUE,10,10,TRUE,10,10,5.5832,-0.427711,0.766338,0.631289,,,,,,,
Proverbs,19,26,Proverbs 19:26,FALSE,698000,698000,TRUE,10,10,TRUE,10,10,5.843856,0.002133,0.802115,0.681411,,,,,,,
Proverbs,19,27,Proverbs 19:27,FALSE,374000,374000,TRUE,9,9,TRUE,9,9,5.572873,-0.444741,0.764921,0.629303,,,,,,,
Proverbs,19,28,Proverbs 19:28,FALSE,649000,649000,TRUE,10,10,TRUE,10,10,5.812245,-0.049996,0.797776,0.675333,,,,,,,
Proverbs,19,29,Proverbs 19:29,FALSE,269000,269000,TRUE,9,9,TRUE,9,9,5.429754,-0.680757,0.745276,0.601782,,,,,,,
Proverbs,20,1,Proverbs 20:1,FALSE,1490000,1490000,TRUE,8,8,TRUE,8,8,6.173187,0.545227,0.847318,0.744739,,,,,,,
Proverbs,20,2,Proverbs 20:2,FALSE,592000,592000,TRUE,9,9,TRUE,9,9,5.772322,-0.115832,0.792297,0.667656,,,,,,,
Proverbs,20,3,Proverbs 20:3,FALSE,932000,932000,TRUE,8,8,TRUE,8,8,5.969416,0.209193,0.819349,0.705556,,,,,,,
Proverbs,20,4,Proverbs 20:4,FALSE,614000,614000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,20,5,Proverbs 20:5,FALSE,769000,769000,TRUE,9,9,TRUE,9,9,5.885927,0.071511,0.80789,0.689501,,,,,,,
Proverbs,20,6,Proverbs 20:6,FALSE,792000,792000,TRUE,8,8,TRUE,8,8,5.898726,0.092618,0.809646,0.691962,,,,,,,
Proverbs,20,7,Proverbs 20:7,FALSE,976000,976000,TRUE,9,9,TRUE,9,9,5.98945,0.24223,0.822099,0.709408,,,,,,,
Proverbs,20,8,Proverbs 20:8,FALSE,376000,376000,TRUE,9,9,TRUE,9,9,5.575189,-0.440922,0.765239,0.629748,,,,,,,
Proverbs,20,9,Proverbs 20:9,FALSE,610000,610000,TRUE,9,9,TRUE,9,9,5.785331,-0.094381,0.794082,0.670157,,,,,,,
Proverbs,20,10,Proverbs 20:10,FALSE,391000,391000,TRUE,9,9,TRUE,9,9,5.592178,-0.412906,0.76757,0.633015,,,,,,,
Proverbs,20,11,Proverbs 20:11,FALSE,815000,815000,TRUE,9,9,TRUE,9,9,5.911158,0.11312,0.811353,0.694353,,,,,,,
Proverbs,20,12,Proverbs 20:12,FALSE,1020000,1020000,TRUE,9,9,TRUE,9,9,6.008601,0.273811,0.824728,0.713091,,,,,,,
Proverbs,20,13,Proverbs 20:13,FALSE,378000,378000,TRUE,9,9,TRUE,9,9,5.577493,-0.437122,0.765555,0.630191,,,,,,,
Proverbs,20,14,Proverbs 20:14,FALSE,376000,376000,TRUE,9,9,TRUE,9,9,5.575189,-0.440922,0.765239,0.629748,,,,,,,
Proverbs,20,15,Proverbs 20:15,FALSE,700000,700000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,20,16,Proverbs 20:16,FALSE,371000,371000,TRUE,10,10,TRUE,10,10,5.569375,-0.450509,0.76444,0.62863,,,,,,,
Proverbs,20,17,Proverbs 20:17,FALSE,392000,392000,TRUE,8,8,TRUE,8,8,5.593287,-0.411076,0.767723,0.633228,,,,,,,
Proverbs,20,18,Proverbs 20:18,FALSE,336000,336000,TRUE,10,10,TRUE,10,10,5.526341,-0.521477,0.758534,0.620355,,,,,,,
Proverbs,20,19,Proverbs 20:19,FALSE,655000,655000,TRUE,10,10,TRUE,10,10,5.816242,-0.043405,0.798325,0.676101,,,,,,,
Proverbs,20,20,Proverbs 20:20,FALSE,638000,638000,TRUE,10,10,TRUE,10,10,5.804821,-0.062239,0.796757,0.673905,,,,,,,
Proverbs,20,21,Proverbs 20:21,FALSE,3790000,3790000,TRUE,9,8,TRUE,9,8,6.578639,1.213853,0.90297,0.822705,,,,,,,
Proverbs,20,22,Proverbs 20:22,FALSE,1310000,1310000,TRUE,8,8,TRUE,8,8,6.117272,0.453018,0.839644,0.733987,,,,,,,
Proverbs,20,23,Proverbs 20:23,FALSE,718000,718000,TRUE,9,9,TRUE,9,9,5.856125,0.022366,0.803799,0.683771,,,,,,,
Proverbs,20,24,Proverbs 20:24,FALSE,710000,710000,TRUE,8,8,TRUE,8,8,5.851259,0.014341,0.803131,0.682835,,,,,,,
Proverbs,20,25,Proverbs 20:25,FALSE,477000,477000,TRUE,10,10,TRUE,10,10,5.678519,-0.270521,0.779421,0.649618,,,,,,,
Proverbs,20,26,Proverbs 20:26,FALSE,452000,452000,TRUE,8,8,TRUE,8,8,5.655139,-0.309077,0.776212,0.645122,,,,,,,
Proverbs,20,27,Proverbs 20:27,FALSE,406000,406000,TRUE,9,9,TRUE,9,9,5.608527,-0.385944,0.769814,0.636159,,,,,,,
Proverbs,20,28,Proverbs 20:28,FALSE,468000,468000,TRUE,9,9,TRUE,9,9,5.670247,-0.284163,0.778286,0.648027,,,,,,,
Proverbs,20,29,Proverbs 20:29,FALSE,528000,528000,TRUE,9,9,TRUE,9,9,5.722635,-0.197771,0.785477,0.658101,,,,,,,
Proverbs,20,30,Proverbs 20:30,FALSE,762000,762000,TRUE,9,9,TRUE,9,9,5.881956,0.064962,0.807345,0.688738,,,,,,,
Proverbs,21,1,Proverbs 21:1,FALSE,1250000,1250000,TRUE,9,9,TRUE,9,9,6.09691,0.419441,0.836849,0.730072,,,,,,,
Proverbs,21,2,Proverbs 21:2,FALSE,626000,626000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,21,3,Proverbs 21:3,FALSE,392000,392000,TRUE,10,10,TRUE,10,10,5.593287,-0.411076,0.767723,0.633228,,,,,,,
Proverbs,21,4,Proverbs 21:4,FALSE,505000,505000,TRUE,9,9,TRUE,9,9,5.703292,-0.229669,0.782822,0.654382,,,,,,,
Proverbs,21,5,Proverbs 21:5,FALSE,1660000,1660000,TRUE,9,9,TRUE,9,9,6.220108,0.622605,0.853759,0.753762,,,,,,,
Proverbs,21,6,Proverbs 21:6,FALSE,376000,376000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,21,7,Proverbs 21:7,FALSE,361000,361000,TRUE,9,9,TRUE,9,9,5.557508,-0.470079,0.762812,0.626348,,,,,,,
Proverbs,21,8,Proverbs 21:8,FALSE,849000,849000,TRUE,10,10,TRUE,10,10,5.928908,0.142391,0.813789,0.697766,,,,,,,
Proverbs,21,9,Proverbs 21:9,FALSE,700000,700000,TRUE,7,7,TRUE,7,7,5.845099,0.004182,0.802286,0.68165,,,,,,,
Proverbs,21,10,Proverbs 21:10,FALSE,305000,305000,TRUE,10,10,TRUE,10,10,5.484301,-0.590803,0.752763,0.612271,,,,,,,
Proverbs,21,11,Proverbs 21:11,FALSE,286000,286000,TRUE,10,10,TRUE,10,10,5.456368,-0.636868,0.748929,0.6069,,,,,,,
Proverbs,21,12,Proverbs 21:12,FALSE,372000,372000,TRUE,10,10,TRUE,10,10,5.570544,-0.448582,0.764601,0.628855,,,,,,,
Proverbs,21,13,Proverbs 21:13,FALSE,311000,311000,TRUE,10,10,TRUE,10,10,5.492762,-0.576851,0.753925,0.613898,,,,,,,
Proverbs,21,14,Proverbs 21:14,FALSE,249000,249000,TRUE,9,8,TRUE,9,8,5.396201,-0.736088,0.740671,0.59533,,,,,,,
Proverbs,21,15,Proverbs 21:15,FALSE,1440000,1440000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,21,16,Proverbs 21:16,FALSE,284000,284000,TRUE,9,9,TRUE,9,9,5.45332,-0.641894,0.748511,0.606314,,,,,,,
Proverbs,21,17,Proverbs 21:17,FALSE,365000,365000,TRUE,9,9,TRUE,9,9,5.562294,-0.462187,0.763469,0.627269,,,,,,,
Proverbs,21,18,Proverbs 21:18,FALSE,334000,334000,TRUE,9,8,TRUE,9,8,5.523748,-0.525753,0.758178,0.619856,,,,,,,
Proverbs,21,19,Proverbs 21:19,FALSE,1090000,1090000,TRUE,8,8,TRUE,8,8,6.037427,0.321348,0.828684,0.718634,,,,,,,
Proverbs,21,20,Proverbs 21:20,FALSE,618000,618000,TRUE,10,10,TRUE,10,10,5.790989,-0.085049,0.794859,0.671245,,,,,,,
Proverbs,21,21,Proverbs 21:21,FALSE,382000,382000,TRUE,9,9,TRUE,9,9,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,21,22,Proverbs 21:22,FALSE,3470000,3470000,TRUE,9,9,TRUE,9,9,6.54033,1.150677,0.897712,0.815339,,,,,,,
Proverbs,21,23,Proverbs 21:23,FALSE,3210000,3210000,TRUE,9,8,TRUE,9,8,6.506505,1.094897,0.893069,0.808835,,,,,,,
Proverbs,21,24,Proverbs 21:24,FALSE,625000,625000,TRUE,10,9,TRUE,10,9,5.795881,-0.076982,0.79553,0.672186,,,,,,,
Proverbs,21,25,Proverbs 21:25,FALSE,588000,588000,TRUE,10,9,TRUE,10,9,5.769378,-0.120688,0.791892,0.66709,,,,,,,
Proverbs,21,26,Proverbs 21:26,FALSE,382000,382000,TRUE,10,10,TRUE,10,10,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,21,27,Proverbs 21:27,FALSE,375000,375000,TRUE,9,9,TRUE,9,9,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,21,28,Proverbs 21:28,FALSE,635000,635000,TRUE,10,10,TRUE,10,10,5.802774,-0.065614,0.796476,0.673512,,,,,,,
Proverbs,21,29,Proverbs 21:29,FALSE,259000,259000,TRUE,9,9,TRUE,9,9,5.413301,-0.707888,0.743018,0.598618,,,,,,,
Proverbs,21,30,Proverbs 21:30,FALSE,336000,336000,TRUE,8,8,TRUE,8,8,5.526341,-0.521477,0.758534,0.620355,,,,,,,
Proverbs,21,31,Proverbs 21:31,FALSE,441000,441000,TRUE,9,9,TRUE,9,9,5.64444,-0.326722,0.774744,0.643065,,,,,,,
Proverbs,22,1,Proverbs 22:1,FALSE,2550000,2550000,TRUE,8,8,TRUE,8,8,6.40654,0.930047,0.879348,0.789612,,,,,,,
Proverbs,22,2,Proverbs 22:2,FALSE,580000,580000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,22,3,Proverbs 22:3,FALSE,513000,513000,TRUE,10,10,TRUE,10,10,5.710118,-0.218412,0.783759,0.655694,,,,,,,
Proverbs,22,4,Proverbs 22:4,FALSE,384000,384000,TRUE,8,8,TRUE,8,8,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,22,5,Proverbs 22:5,FALSE,386000,386000,TRUE,8,8,TRUE,8,8,5.586588,-0.422123,0.766803,0.63194,,,,,,,
Proverbs,22,6,Proverbs 22:6,FALSE,2380000,2380000,TRUE,9,9,TRUE,9,9,6.376577,0.880635,0.875235,0.78385,,,,,,,
Proverbs,22,7,Proverbs 22:7,FALSE,1270000,1270000,TRUE,10,10,TRUE,10,10,6.103804,0.430809,0.837795,0.731398,,,,,,,
Proverbs,22,8,Proverbs 22:8,FALSE,336000,336000,TRUE,8,8,TRUE,8,8,5.526341,-0.521477,0.758534,0.620355,,,,,,,
Proverbs,22,9,Proverbs 22:9,FALSE,356000,356000,TRUE,9,9,TRUE,9,9,5.551451,-0.480067,0.76198,0.625184,,,,,,,
Proverbs,22,10,Proverbs 22:10,FALSE,294000,294000,TRUE,10,10,TRUE,10,10,5.468349,-0.61711,0.750574,0.609204,,,,,,,
Proverbs,22,11,Proverbs 22:11,FALSE,484000,484000,TRUE,10,10,TRUE,10,10,5.684846,-0.260088,0.78029,0.650835,,,,,,,
Proverbs,22,12,Proverbs 22:12,FALSE,383000,383000,TRUE,9,9,TRUE,9,9,5.5832,-0.427711,0.766338,0.631289,,,,,,,
Proverbs,22,13,Proverbs 22:13,FALSE,375000,375000,TRUE,8,8,TRUE,8,8,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,22,14,Proverbs 22:14,FALSE,746000,746000,TRUE,10,10,TRUE,10,10,5.872739,0.049764,0.80608,0.686965,,,,,,,
Proverbs,22,15,Proverbs 22:15,FALSE,375000,375000,TRUE,9,9,TRUE,9,9,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,22,16,Proverbs 22:16,FALSE,708000,708000,TRUE,10,10,TRUE,10,10,5.850034,0.012321,0.802963,0.682599,,,,,,,
Proverbs,22,17,Proverbs 22:17,FALSE,383000,383000,TRUE,10,10,TRUE,10,10,5.5832,-0.427711,0.766338,0.631289,,,,,,,
Proverbs,22,18,Proverbs 22:18,FALSE,689000,689000,TRUE,10,10,TRUE,10,10,5.83822,-0.007162,0.801342,0.680327,,,,,,,
Proverbs,22,19,Proverbs 22:19,FALSE,584000,584000,TRUE,10,10,TRUE,10,10,5.766414,-0.125576,0.791486,0.66652,,,,,,,
Proverbs,22,20,Proverbs 22:20,FALSE,379000,379000,TRUE,10,10,TRUE,10,10,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,22,21,Proverbs 22:21,FALSE,375000,375000,TRUE,10,10,TRUE,10,10,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,22,22,Proverbs 22:22,FALSE,382000,382000,TRUE,9,9,TRUE,9,9,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,22,23,Proverbs 22:23,FALSE,4050000,4050000,TRUE,9,9,TRUE,9,9,6.607455,1.261373,0.906925,0.828247,,,,,,,
Proverbs,22,24,Proverbs 22:24,FALSE,1830000,1830000,TRUE,10,10,TRUE,10,10,6.262451,0.692432,0.859571,0.761905,,,,,,,
Proverbs,22,25,Proverbs 22:25,FALSE,1260000,1260000,TRUE,9,9,TRUE,9,9,6.100371,0.425148,0.837324,0.730737,,,,,,,
Proverbs,22,26,Proverbs 22:26,FALSE,467000,467000,TRUE,8,8,TRUE,8,8,5.669318,-0.285695,0.778158,0.647849,,,,,,,
Proverbs,22,27,Proverbs 22:27,FALSE,380000,380000,TRUE,10,10,TRUE,10,10,5.579785,-0.433343,0.765869,0.630632,,,,,,,
Proverbs,22,28,Proverbs 22:28,FALSE,496000,496000,TRUE,10,10,TRUE,10,10,5.695483,-0.242548,0.78175,0.65288,,,,,,,
Proverbs,22,29,Proverbs 22:29,FALSE,1340000,1340000,TRUE,9,9,TRUE,9,9,6.127105,0.469235,0.840993,0.735878,,,,,,,
Proverbs,23,1,Proverbs 23:1,FALSE,1790000,1790000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,23,2,Proverbs 23:2,FALSE,588000,588000,TRUE,10,10,TRUE,10,10,5.769378,-0.120688,0.791892,0.66709,,,,,,,
Proverbs,23,3,Proverbs 23:3,FALSE,417000,417000,TRUE,10,10,TRUE,10,10,5.620137,-0.366799,0.771408,0.638392,,,,,,,
Proverbs,23,4,Proverbs 23:4,FALSE,785000,785000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,23,5,Proverbs 23:5,FALSE,489000,489000,TRUE,9,9,TRUE,9,9,5.68931,-0.252727,0.780902,0.651693,,,,,,,
Proverbs,23,6,Proverbs 23:6,FALSE,468000,468000,TRUE,10,10,TRUE,10,10,5.670247,-0.284163,0.778286,0.648027,,,,,,,
Proverbs,23,7,Proverbs 23:7,FALSE,831000,831000,TRUE,9,9,TRUE,9,9,5.919602,0.127044,0.812512,0.695977,,,,,,,
Proverbs,23,8,Proverbs 23:8,FALSE,428000,428000,TRUE,10,9,TRUE,10,9,5.631445,-0.348151,0.77296,0.640566,,,,,,,
Proverbs,23,9,Proverbs 23:9,FALSE,296000,296000,TRUE,9,9,TRUE,9,9,5.471293,-0.612255,0.750978,0.60977,,,,,,,
Proverbs,23,10,Proverbs 23:10,FALSE,382000,382000,TRUE,10,10,TRUE,10,10,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,23,11,Proverbs 23:11,FALSE,323000,323000,TRUE,10,10,TRUE,10,10,5.509204,-0.549737,0.756182,0.61706,,,,,,,
Proverbs,23,12,Proverbs 23:12,FALSE,554000,554000,TRUE,10,10,TRUE,10,10,5.743511,-0.163345,0.788342,0.662115,,,,,,,
Proverbs,23,13,Proverbs 23:13,FALSE,362000,362000,TRUE,9,9,TRUE,9,9,5.55871,-0.468097,0.762977,0.626579,,,,,,,
Proverbs,23,14,Proverbs 23:14,FALSE,272000,272000,TRUE,9,9,TRUE,9,9,5.434571,-0.672814,0.745938,0.602708,,,,,,,
Proverbs,23,15,Proverbs 23:15,FALSE,363000,363000,TRUE,10,10,TRUE,10,10,5.559908,-0.466122,0.763141,0.62681,,,,,,,
Proverbs,23,16,Proverbs 23:16,FALSE,233000,233000,TRUE,9,9,TRUE,9,9,5.367358,-0.783653,0.736712,0.589784,,,,,,,
Proverbs,23,17,Proverbs 23:17,FALSE,236000,236000,TRUE,8,8,TRUE,8,8,5.372914,-0.774491,0.737475,0.590852,,,,,,,
Proverbs,23,18,Proverbs 23:18,FALSE,407000,407000,TRUE,7,7,TRUE,7,7,5.609595,-0.384183,0.769961,0.636364,,,,,,,
Proverbs,23,19,Proverbs 23:19,FALSE,649000,649000,TRUE,8,8,TRUE,8,8,5.812245,-0.049996,0.797776,0.675333,,,,,,,
Proverbs,23,20,Proverbs 23:20,FALSE,357000,357000,TRUE,10,10,TRUE,10,10,5.552669,-0.478058,0.762148,0.625418,,,,,,,
Proverbs,23,21,Proverbs 23:21,FALSE,292000,292000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,23,22,Proverbs 23:22,FALSE,336000,336000,TRUE,8,8,TRUE,8,8,5.526341,-0.521477,0.758534,0.620355,,,,,,,
Proverbs,23,23,Proverbs 23:23,FALSE,455000,455000,TRUE,8,8,TRUE,8,8,5.658012,-0.304339,0.776607,0.645675,,,,,,,
Proverbs,23,24,Proverbs 23:24,FALSE,4010000,4010000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,23,25,Proverbs 23:25,FALSE,993000,993000,TRUE,9,8,TRUE,9,8,5.99695,0.254597,0.823128,0.71085,,,,,,,
Proverbs,23,26,Proverbs 23:26,FALSE,620000,620000,TRUE,10,10,TRUE,10,10,5.792392,-0.082735,0.795051,0.671515,,,,,,,
Proverbs,23,27,Proverbs 23:27,FALSE,931000,931000,TRUE,10,10,TRUE,10,10,5.96895,0.208424,0.819285,0.705466,,,,,,,
Proverbs,23,28,Proverbs 23:28,FALSE,385000,385000,TRUE,10,10,TRUE,10,10,5.585462,-0.423981,0.766649,0.631724,,,,,,,
Proverbs,23,29,Proverbs 23:29,FALSE,384000,384000,TRUE,10,10,TRUE,10,10,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,23,30,Proverbs 23:30,FALSE,248000,248000,TRUE,9,9,TRUE,9,9,5.394453,-0.73897,0.740431,0.594994,,,,,,,
Proverbs,23,31,Proverbs 23:31,FALSE,454000,454000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,23,32,Proverbs 23:32,FALSE,230000,230000,TRUE,10,10,TRUE,10,10,5.36173,-0.792934,0.73594,0.588701,,,,,,,
Proverbs,23,33,Proverbs 23:33,FALSE,281000,281000,TRUE,10,10,TRUE,10,10,5.448708,-0.6495,0.747878,0.605427,,,,,,,
Proverbs,23,34,Proverbs 23:34,FALSE,380000,380000,TRUE,10,10,TRUE,10,10,5.579785,-0.433343,0.765869,0.630632,,,,,,,
Proverbs,23,35,Proverbs 23:35,FALSE,179000,179000,TRUE,9,9,TRUE,9,9,5.252855,-0.972477,0.720996,0.567766,,,,,,,
Proverbs,24,1,Proverbs 24:1,FALSE,897000,897000,TRUE,10,10,TRUE,10,10,5.952793,0.181779,0.817068,0.702359,,,,,,,
Proverbs,24,2,Proverbs 24:2,FALSE,377000,377000,TRUE,10,10,TRUE,10,10,5.576343,-0.43902,0.765397,0.62997,,,,,,,
Proverbs,24,3,Proverbs 24:3,FALSE,549000,549000,TRUE,8,8,TRUE,8,8,5.739573,-0.169838,0.787802,0.661358,,,,,,,
Proverbs,24,4,Proverbs 24:4,FALSE,387000,387000,TRUE,10,10,TRUE,10,10,5.587712,-0.42027,0.766957,0.632156,,,,,,,
Proverbs,24,5,Proverbs 24:5,FALSE,380000,380000,TRUE,9,9,TRUE,9,9,5.579785,-0.433343,0.765869,0.630632,,,,,,,
Proverbs,24,6,Proverbs 24:6,FALSE,578000,578000,TRUE,10,10,TRUE,10,10,5.761929,-0.132972,0.79087,0.665657,,,,,,,
Proverbs,24,7,Proverbs 24:7,FALSE,2340000,2340000,TRUE,10,10,TRUE,10,10,6.369216,0.868496,0.874225,0.782435,,,,,,,
Proverbs,24,8,Proverbs 24:8,FALSE,380000,380000,TRUE,9,9,TRUE,9,9,5.579785,-0.433343,0.765869,0.630632,,,,,,,
Proverbs,24,9,Proverbs 24:9,FALSE,278000,278000,TRUE,10,10,TRUE,10,10,5.444046,-0.657187,0.747238,0.60453,,,,,,,
Proverbs,24,10,Proverbs 24:10,FALSE,850000,850000,TRUE,9,9,TRUE,9,9,5.929419,0.143234,0.813859,0.697865,,,,,,,
Proverbs,24,11,Proverbs 24:11,FALSE,296000,296000,TRUE,10,10,TRUE,10,10,5.471293,-0.612255,0.750978,0.60977,,,,,,,
Proverbs,24,12,Proverbs 24:12,FALSE,506000,506000,TRUE,10,10,TRUE,10,10,5.704151,-0.228252,0.78294,0.654547,,,,,,,
Proverbs,24,13,Proverbs 24:13,FALSE,614000,614000,TRUE,9,9,TRUE,9,9,5.788169,-0.0897,0.794472,0.670703,,,,,,,
Proverbs,24,14,Proverbs 24:14,FALSE,639000,639000,TRUE,10,10,TRUE,10,10,5.805502,-0.061117,0.796851,0.674036,,,,,,,
Proverbs,24,15,Proverbs 24:15,FALSE,587000,587000,TRUE,8,8,TRUE,8,8,5.768639,-0.121907,0.791791,0.666948,,,,,,,
Proverbs,24,16,Proverbs 24:16,FALSE,747000,747000,TRUE,8,8,TRUE,8,8,5.873321,0.050723,0.806159,0.687077,,,,,,,
Proverbs,24,17,Proverbs 24:17,FALSE,286000,286000,TRUE,9,9,TRUE,9,9,5.456368,-0.636868,0.748929,0.6069,,,,,,,
Proverbs,24,18,Proverbs 24:18,FALSE,145000,145000,TRUE,10,10,TRUE,10,10,5.161371,-1.123343,0.708439,0.550174,,,,,,,
Proverbs,24,19,Proverbs 24:19,FALSE,316000,316000,TRUE,10,10,TRUE,10,10,5.499688,-0.565429,0.754875,0.61523,,,,,,,
Proverbs,24,20,Proverbs 24:20,FALSE,267000,267000,TRUE,9,9,TRUE,9,9,5.426513,-0.686101,0.744832,0.601159,,,,,,,
Proverbs,24,21,Proverbs 24:21,FALSE,267000,267000,TRUE,9,9,TRUE,9,9,5.426513,-0.686101,0.744832,0.601159,,,,,,,
Proverbs,24,22,Proverbs 24:22,FALSE,333000,333000,TRUE,10,10,TRUE,10,10,5.522446,-0.5279,0.757999,0.619606,,,,,,,
Proverbs,24,23,Proverbs 24:23,FALSE,311000,311000,TRUE,10,10,TRUE,10,10,5.492762,-0.576851,0.753925,0.613898,,,,,,,
Proverbs,24,24,Proverbs 24:24,FALSE,385000,385000,TRUE,10,10,TRUE,10,10,5.585462,-0.423981,0.766649,0.631724,,,,,,,
Proverbs,24,25,Proverbs 24:25,FALSE,5000000,5000000,TRUE,9,9,TRUE,9,9,6.69897,1.412288,0.919486,0.845844,,,,,,,
Proverbs,24,26,Proverbs 24:26,FALSE,1600000,1600000,TRUE,10,10,TRUE,10,10,6.20412,0.596239,0.851564,0.750688,,,,,,,
Proverbs,24,27,Proverbs 24:27,FALSE,753000,753000,TRUE,8,8,TRUE,8,8,5.876796,0.056453,0.806636,0.687745,,,,,,,
Proverbs,24,28,Proverbs 24:28,FALSE,388000,388000,TRUE,9,9,TRUE,9,9,5.588833,-0.418422,0.767111,0.632372,,,,,,,
Proverbs,24,29,Proverbs 24:29,FALSE,379000,379000,TRUE,9,9,TRUE,9,9,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,24,30,Proverbs 24:30,FALSE,384000,384000,TRUE,9,9,TRUE,9,9,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,24,31,Proverbs 24:31,FALSE,264000,264000,TRUE,10,10,TRUE,10,10,5.421606,-0.694194,0.744158,0.600215,,,,,,,
Proverbs,24,32,Proverbs 24:32,FALSE,269000,269000,TRUE,10,10,TRUE,10,10,5.429754,-0.680757,0.745276,0.601782,,,,,,,
Proverbs,24,33,Proverbs 24:33,FALSE,296000,296000,TRUE,9,9,TRUE,9,9,5.471293,-0.612255,0.750978,0.60977,,,,,,,
Proverbs,24,34,Proverbs 24:34,FALSE,189000,189000,TRUE,9,9,TRUE,9,9,5.276464,-0.933544,0.724236,0.572305,,,,,,,
Proverbs,25,1,Proverbs 25:1,FALSE,710000,710000,TRUE,9,9,TRUE,9,9,5.851259,0.014341,0.803131,0.682835,,,,,,,
Proverbs,25,2,Proverbs 25:2,FALSE,404000,404000,TRUE,9,9,TRUE,9,9,5.606382,-0.389481,0.76952,0.635747,,,,,,,
Proverbs,25,3,Proverbs 25:3,FALSE,299000,299000,TRUE,10,10,TRUE,10,10,5.475673,-0.605033,0.751579,0.610612,,,,,,,
Proverbs,25,4,Proverbs 25:4,FALSE,382000,382000,TRUE,9,9,TRUE,9,9,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,25,5,Proverbs 25:5,FALSE,343000,343000,TRUE,9,9,TRUE,9,9,5.535295,-0.50671,0.759763,0.622077,,,,,,,
